price_area,production_group,start_time,quantity_kwh
NO1,solar,2020-12-31T23:00:00Z,6.106
NO1,solar,2021-01-01T00:00:00Z,4.03
NO1,solar,2021-01-01T01:00:00Z,3.982
NO1,solar,2021-01-01T02:00:00Z,8.146
NO1,solar,2021-01-01T03:00:00Z,8.616
NO1,solar,2021-01-01T04:00:00Z,10.207
NO1,solar,2021-01-01T05:00:00Z,10.234
NO1,solar,2021-01-01T06:00:00Z,8.187
NO1,solar,2021-01-01T07:00:00Z,7.964
NO1,solar,2021-01-01T08:00:00Z,7.667
NO1,solar,2021-01-01T09:00:00Z,8.626
NO1,solar,2021-01-01T10:00:00Z,11.983
NO1,solar,2021-01-01T11:00:00Z,9.627
NO1,solar,2021-01-01T12:00:00Z,9.589
NO1,solar,2021-01-01T13:00:00Z,9.06
NO1,solar,2021-01-01T14:00:00Z,5.799
NO1,solar,2021-01-01T15:00:00Z,5.386
NO1,solar,2021-01-01T16:00:00Z,5.429
NO1,solar,2021-01-01T17:00:00Z,5.306
NO1,solar,2021-01-01T18:00:00Z,5.224
NO1,solar,2021-01-01T19:00:00Z,6.874
NO1,solar,2021-01-01T20:00:00Z,4.101
NO1,solar,2021-01-01T21:00:00Z,4.355
NO1,solar,2021-01-01T22:00:00Z,6.652
NO1,solar,2021-01-01T23:00:00Z,4.22
NO1,solar,2021-01-02T00:00:00Z,6.534
NO1,solar,2021-01-02T01:00:00Z,6.194
NO1,solar,2021-01-02T02:00:00Z,5.952
NO1,solar,2021-01-02T03:00:00Z,5.602
NO1,solar,2021-01-02T04:00:00Z,6.63
NO1,solar,2021-01-02T05:00:00Z,7.1
NO1,solar,2021-01-02T06:00:00Z,6.816
NO1,solar,2021-01-02T07:00:00Z,5.522
NO1,solar,2021-01-02T08:00:00Z,6.296
NO1,solar,2021-01-02T09:00:00Z,6.133
NO1,solar,2021-01-02T10:00:00Z,5.904
NO1,solar,2021-01-02T11:00:00Z,5.939
NO1,solar,2021-01-02T12:00:00Z,5.272
NO1,solar,2021-01-02T13:00:00Z,6.699
NO1,solar,2021-01-02T14:00:00Z,9.245
NO1,solar,2021-01-02T15:00:00Z,6.383
NO1,solar,2021-01-02T16:00:00Z,3.743
NO1,solar,2021-01-02T17:00:00Z,4.19
NO1,solar,2021-01-02T18:00:00Z,5.267
NO1,solar,2021-01-02T19:00:00Z,4.573
NO1,solar,2021-01-02T20:00:00Z,5.198
NO1,solar,2021-01-02T21:00:00Z,8.509
NO1,solar,2021-01-02T22:00:00Z,8.049
NO1,solar,2021-01-02T23:00:00Z,5.02
NO1,solar,2021-01-03T00:00:00Z,5.688
NO1,solar,2021-01-03T01:00:00Z,5.958
NO1,solar,2021-01-03T02:00:00Z,5.372
NO1,solar,2021-01-03T03:00:00Z,5.96
NO1,solar,2021-01-03T04:00:00Z,6.056
NO1,solar,2021-01-03T05:00:00Z,4.946
NO1,solar,2021-01-03T06:00:00Z,4.385
NO1,solar,2021-01-03T07:00:00Z,4.175
NO1,solar,2021-01-03T08:00:00Z,6.823
NO1,solar,2021-01-03T09:00:00Z,12.719
NO1,solar,2021-01-03T10:00:00Z,29.67
NO1,solar,2021-01-03T11:00:00Z,74.815
NO1,solar,2021-01-03T12:00:00Z,61.771
NO1,solar,2021-01-03T13:00:00Z,15.434
NO1,solar,2021-01-03T14:00:00Z,7.121
NO1,solar,2021-01-03T15:00:00Z,11.514
NO1,solar,2021-01-03T16:00:00Z,8.201
NO1,solar,2021-01-03T17:00:00Z,5.275
NO1,solar,2021-01-03T18:00:00Z,4.842
NO1,solar,2021-01-03T19:00:00Z,10.624
NO1,solar,2021-01-03T20:00:00Z,15.521
NO1,solar,2021-01-03T21:00:00Z,12.578
NO1,solar,2021-01-03T22:00:00Z,13.916
NO1,solar,2021-01-03T23:00:00Z,13.524
NO1,solar,2021-01-04T00:00:00Z,13.948
NO1,solar,2021-01-04T01:00:00Z,18.704
NO1,solar,2021-01-04T02:00:00Z,18.55
NO1,solar,2021-01-04T03:00:00Z,19.106
NO1,solar,2021-01-04T04:00:00Z,17.427
NO1,solar,2021-01-04T05:00:00Z,14.804
NO1,solar,2021-01-04T06:00:00Z,3.957
NO1,solar,2021-01-04T07:00:00Z,4.711
NO1,solar,2021-01-04T08:00:00Z,6.592
NO1,solar,2021-01-04T09:00:00Z,28.212
NO1,solar,2021-01-04T10:00:00Z,43.442
NO1,solar,2021-01-04T11:00:00Z,32.405
NO1,solar,2021-01-04T12:00:00Z,24.871
NO1,solar,2021-01-04T13:00:00Z,12.723
NO1,solar,2021-01-04T14:00:00Z,9.933
NO1,solar,2021-01-04T15:00:00Z,10.416
NO1,solar,2021-01-04T16:00:00Z,9.625
NO1,solar,2021-01-04T17:00:00Z,8.883
NO1,solar,2021-01-04T18:00:00Z,11.648
NO1,solar,2021-01-04T19:00:00Z,15.184
NO1,solar,2021-01-04T20:00:00Z,17.554
NO1,solar,2021-01-04T21:00:00Z,21.026
NO1,solar,2021-01-04T22:00:00Z,23.202
NO1,solar,2021-01-04T23:00:00Z,24.312
NO1,solar,2021-01-05T00:00:00Z,24.822
NO1,solar,2021-01-05T01:00:00Z,24.597
NO1,solar,2021-01-05T02:00:00Z,17.872
NO1,solar,2021-01-05T03:00:00Z,19.964
NO1,solar,2021-01-05T04:00:00Z,21.97
NO1,solar,2021-01-05T05:00:00Z,17.185
NO1,solar,2021-01-05T06:00:00Z,7.856
NO1,solar,2021-01-05T07:00:00Z,8.815
NO1,solar,2021-01-05T08:00:00Z,10.203
NO1,solar,2021-01-05T09:00:00Z,11.404
NO1,solar,2021-01-05T10:00:00Z,19.625
NO1,solar,2021-01-05T11:00:00Z,23.343
NO1,solar,2021-01-05T12:00:00Z,19.468
NO1,solar,2021-01-05T13:00:00Z,11.913
NO1,solar,2021-01-05T14:00:00Z,10.276
NO1,solar,2021-01-05T15:00:00Z,9.386
NO1,solar,2021-01-05T16:00:00Z,9.286
NO1,solar,2021-01-05T17:00:00Z,12.683
NO1,solar,2021-01-05T18:00:00Z,11.236
NO1,solar,2021-01-05T19:00:00Z,9.942
NO1,solar,2021-01-05T20:00:00Z,8.387
NO1,solar,2021-01-05T21:00:00Z,10.918
NO1,solar,2021-01-05T22:00:00Z,9.498
NO1,solar,2021-01-05T23:00:00Z,11.267
NO1,solar,2021-01-06T00:00:00Z,17.164
NO1,solar,2021-01-06T01:00:00Z,15.052
NO1,solar,2021-01-06T02:00:00Z,16.82
NO1,solar,2021-01-06T03:00:00Z,17.962
NO1,solar,2021-01-06T04:00:00Z,17.263
NO1,solar,2021-01-06T05:00:00Z,8.679
NO1,solar,2021-01-06T06:00:00Z,7.821
NO1,solar,2021-01-06T07:00:00Z,6.918
NO1,solar,2021-01-06T08:00:00Z,5.294
NO1,solar,2021-01-06T09:00:00Z,8.931
NO1,solar,2021-01-06T10:00:00Z,11.427
NO1,solar,2021-01-06T11:00:00Z,14.231
NO1,solar,2021-01-06T12:00:00Z,13.693
NO1,solar,2021-01-06T13:00:00Z,9.504
NO1,solar,2021-01-06T14:00:00Z,7.21
NO1,solar,2021-01-06T15:00:00Z,5.457
NO1,solar,2021-01-06T16:00:00Z,4.005
NO1,solar,2021-01-06T17:00:00Z,5.499
NO1,solar,2021-01-06T18:00:00Z,7.762
NO1,solar,2021-01-06T19:00:00Z,8.228
NO1,solar,2021-01-06T20:00:00Z,7.881
NO1,solar,2021-01-06T21:00:00Z,5.901
NO1,solar,2021-01-06T22:00:00Z,7.663
NO1,solar,2021-01-06T23:00:00Z,7.689
NO1,solar,2021-01-07T00:00:00Z,7.193
NO1,solar,2021-01-07T01:00:00Z,6.641
NO1,solar,2021-01-07T02:00:00Z,5.472
NO1,solar,2021-01-07T03:00:00Z,7.146
NO1,solar,2021-01-07T04:00:00Z,7.511
NO1,solar,2021-01-07T05:00:00Z,6.275
NO1,solar,2021-01-07T06:00:00Z,5.694
NO1,solar,2021-01-07T07:00:00Z,6.634
NO1,solar,2021-01-07T08:00:00Z,6.771
NO1,solar,2021-01-07T09:00:00Z,6.692
NO1,solar,2021-01-07T10:00:00Z,7.22
NO1,solar,2021-01-07T11:00:00Z,6.18
NO1,solar,2021-01-07T12:00:00Z,6.482
NO1,solar,2021-01-07T13:00:00Z,6.937
NO1,solar,2021-01-07T14:00:00Z,7.841
NO1,solar,2021-01-07T15:00:00Z,6.434
NO1,solar,2021-01-07T16:00:00Z,5.759
NO1,solar,2021-01-07T17:00:00Z,5.492
NO1,solar,2021-01-07T18:00:00Z,6.676
NO1,solar,2021-01-07T19:00:00Z,6.455
NO1,solar,2021-01-07T20:00:00Z,4.675
NO1,solar,2021-01-07T21:00:00Z,6.912
NO1,solar,2021-01-07T22:00:00Z,6.162
NO1,solar,2021-01-07T23:00:00Z,6.084
NO1,solar,2021-01-08T00:00:00Z,6.882
NO1,solar,2021-01-08T01:00:00Z,6.274
NO1,solar,2021-01-08T02:00:00Z,6.299
NO1,solar,2021-01-08T03:00:00Z,7.521
NO1,solar,2021-01-08T04:00:00Z,6.981
NO1,solar,2021-01-08T05:00:00Z,5.96
NO1,solar,2021-01-08T06:00:00Z,7.283
NO1,solar,2021-01-08T07:00:00Z,7.879
NO1,solar,2021-01-08T08:00:00Z,6.275
NO1,solar,2021-01-08T09:00:00Z,8.856
NO1,solar,2021-01-08T10:00:00Z,12.6
NO1,solar,2021-01-08T11:00:00Z,19.85
NO1,solar,2021-01-08T12:00:00Z,16.772
NO1,solar,2021-01-08T13:00:00Z,8.475
NO1,solar,2021-01-08T14:00:00Z,6.445
NO1,solar,2021-01-08T15:00:00Z,7.569
NO1,solar,2021-01-08T16:00:00Z,6.794
NO1,solar,2021-01-08T17:00:00Z,6.644
NO1,solar,2021-01-08T18:00:00Z,6.387
NO1,solar,2021-01-08T19:00:00Z,5.943
NO1,solar,2021-01-08T20:00:00Z,5.622
NO1,solar,2021-01-08T21:00:00Z,7.029
NO1,solar,2021-01-08T22:00:00Z,5.946
NO1,solar,2021-01-08T23:00:00Z,6.155
NO1,solar,2021-01-09T00:00:00Z,6.244
NO1,solar,2021-01-09T01:00:00Z,6.53
NO1,solar,2021-01-09T02:00:00Z,6.393
NO1,solar,2021-01-09T03:00:00Z,7.099
NO1,solar,2021-01-09T04:00:00Z,6.922
NO1,solar,2021-01-09T05:00:00Z,5.806
NO1,solar,2021-01-09T06:00:00Z,5.59
NO1,solar,2021-01-09T07:00:00Z,7.01
NO1,solar,2021-01-09T08:00:00Z,7.056
NO1,solar,2021-01-09T09:00:00Z,11.484
NO1,solar,2021-01-09T10:00:00Z,31.728
NO1,solar,2021-01-09T11:00:00Z,24.442
NO1,solar,2021-01-09T12:00:00Z,20.714
NO1,solar,2021-01-09T13:00:00Z,9.914
NO1,solar,2021-01-09T14:00:00Z,6.855
NO1,solar,2021-01-09T15:00:00Z,5.443
NO1,solar,2021-01-09T16:00:00Z,3.887
NO1,solar,2021-01-09T17:00:00Z,5.038
NO1,solar,2021-01-09T18:00:00Z,12.502
NO1,solar,2021-01-09T19:00:00Z,6.99
NO1,solar,2021-01-09T20:00:00Z,5.641
NO1,solar,2021-01-09T21:00:00Z,7.168
NO1,solar,2021-01-09T22:00:00Z,8.584
NO1,solar,2021-01-09T23:00:00Z,7.34
NO1,solar,2021-01-10T00:00:00Z,8.686
NO1,solar,2021-01-10T01:00:00Z,9.077
NO1,solar,2021-01-10T02:00:00Z,6.953
NO1,solar,2021-01-10T03:00:00Z,8.535
NO1,solar,2021-01-10T04:00:00Z,10.546
NO1,solar,2021-01-10T05:00:00Z,11.433
NO1,solar,2021-01-10T06:00:00Z,12.05
NO1,solar,2021-01-10T07:00:00Z,9.572
NO1,solar,2021-01-10T08:00:00Z,12.053
NO1,solar,2021-01-10T09:00:00Z,34.467
NO1,solar,2021-01-10T10:00:00Z,81.89
NO1,solar,2021-01-10T11:00:00Z,109.908
NO1,solar,2021-01-10T12:00:00Z,89.448
NO1,solar,2021-01-10T13:00:00Z,32.459
NO1,solar,2021-01-10T14:00:00Z,6.777
NO1,solar,2021-01-10T15:00:00Z,7.29
NO1,solar,2021-01-10T16:00:00Z,8.787
NO1,solar,2021-01-10T17:00:00Z,5.692
NO1,solar,2021-01-10T18:00:00Z,4.46
NO1,solar,2021-01-10T19:00:00Z,6.638
NO1,solar,2021-01-10T20:00:00Z,6.059
NO1,solar,2021-01-10T21:00:00Z,10.652
NO1,solar,2021-01-10T22:00:00Z,8.479
NO1,solar,2021-01-10T23:00:00Z,6.504
NO1,solar,2021-01-11T00:00:00Z,7.382
NO1,solar,2021-01-11T01:00:00Z,6.946
NO1,solar,2021-01-11T02:00:00Z,7.754
NO1,solar,2021-01-11T03:00:00Z,7.099
NO1,solar,2021-01-11T04:00:00Z,7.744
NO1,solar,2021-01-11T05:00:00Z,8.418
NO1,solar,2021-01-11T06:00:00Z,7.167
NO1,solar,2021-01-11T07:00:00Z,10.229
NO1,solar,2021-01-11T08:00:00Z,11.65
NO1,solar,2021-01-11T09:00:00Z,9.469
NO1,solar,2021-01-11T10:00:00Z,8.157
NO1,solar,2021-01-11T11:00:00Z,9.754
NO1,solar,2021-01-11T12:00:00Z,10.058
NO1,solar,2021-01-11T13:00:00Z,8.481
NO1,solar,2021-01-11T14:00:00Z,8.312
NO1,solar,2021-01-11T15:00:00Z,7.289
NO1,solar,2021-01-11T16:00:00Z,7.381
NO1,solar,2021-01-11T17:00:00Z,6.478
NO1,solar,2021-01-11T18:00:00Z,9.179
NO1,solar,2021-01-11T19:00:00Z,8.844
NO1,solar,2021-01-11T20:00:00Z,19.034
NO1,solar,2021-01-11T21:00:00Z,20.02
NO1,solar,2021-01-11T22:00:00Z,13.549
NO1,solar,2021-01-11T23:00:00Z,18.229
NO1,solar,2021-01-12T00:00:00Z,17.25
NO1,solar,2021-01-12T01:00:00Z,19.051
NO1,solar,2021-01-12T02:00:00Z,18.356
NO1,solar,2021-01-12T03:00:00Z,16.84
NO1,solar,2021-01-12T04:00:00Z,17.895
NO1,solar,2021-01-12T05:00:00Z,15.992
NO1,solar,2021-01-12T06:00:00Z,6.688
NO1,solar,2021-01-12T07:00:00Z,6.523
NO1,solar,2021-01-12T08:00:00Z,6.743
NO1,solar,2021-01-12T09:00:00Z,10.029
NO1,solar,2021-01-12T10:00:00Z,10.818
NO1,solar,2021-01-12T11:00:00Z,16.591
NO1,solar,2021-01-12T12:00:00Z,11.938
NO1,solar,2021-01-12T13:00:00Z,6.168
NO1,solar,2021-01-12T14:00:00Z,6.921
NO1,solar,2021-01-12T15:00:00Z,12.451
NO1,solar,2021-01-12T16:00:00Z,10.303
NO1,solar,2021-01-12T17:00:00Z,11.495
NO1,solar,2021-01-12T18:00:00Z,6.923
NO1,solar,2021-01-12T19:00:00Z,6.231
NO1,solar,2021-01-12T20:00:00Z,5.359
NO1,solar,2021-01-12T21:00:00Z,7.347
NO1,solar,2021-01-12T22:00:00Z,6.234
NO1,solar,2021-01-12T23:00:00Z,6.49
NO1,solar,2021-01-13T00:00:00Z,6.016
NO1,solar,2021-01-13T01:00:00Z,5.871
NO1,solar,2021-01-13T02:00:00Z,5.844
NO1,solar,2021-01-13T03:00:00Z,7.519
NO1,solar,2021-01-13T04:00:00Z,6.381
NO1,solar,2021-01-13T05:00:00Z,6.308
NO1,solar,2021-01-13T06:00:00Z,7.277
NO1,solar,2021-01-13T07:00:00Z,9.523
NO1,solar,2021-01-13T08:00:00Z,13.879
NO1,solar,2021-01-13T09:00:00Z,14.151
NO1,solar,2021-01-13T10:00:00Z,12.889
NO1,solar,2021-01-13T11:00:00Z,11.524
NO1,solar,2021-01-13T12:00:00Z,13.279
NO1,solar,2021-01-13T13:00:00Z,10.464
NO1,solar,2021-01-13T14:00:00Z,8.27
NO1,solar,2021-01-13T15:00:00Z,11.8
NO1,solar,2021-01-13T16:00:00Z,12.83
NO1,solar,2021-01-13T17:00:00Z,10.309
NO1,solar,2021-01-13T18:00:00Z,10.583
NO1,solar,2021-01-13T19:00:00Z,10.721
NO1,solar,2021-01-13T20:00:00Z,12.297
NO1,solar,2021-01-13T21:00:00Z,12.192
NO1,solar,2021-01-13T22:00:00Z,10.297
NO1,solar,2021-01-13T23:00:00Z,10.02
NO1,solar,2021-01-14T00:00:00Z,11.791
NO1,solar,2021-01-14T01:00:00Z,11.241
NO1,solar,2021-01-14T02:00:00Z,10.765
NO1,solar,2021-01-14T03:00:00Z,10.183
NO1,solar,2021-01-14T04:00:00Z,9.255
NO1,solar,2021-01-14T05:00:00Z,11.717
NO1,solar,2021-01-14T06:00:00Z,12.358
NO1,solar,2021-01-14T07:00:00Z,12.905
NO1,solar,2021-01-14T08:00:00Z,10.242
NO1,solar,2021-01-14T09:00:00Z,8.794
NO1,solar,2021-01-14T10:00:00Z,14.669
NO1,solar,2021-01-14T11:00:00Z,13.672
NO1,solar,2021-01-14T12:00:00Z,14.73
NO1,solar,2021-01-14T13:00:00Z,15.453
NO1,solar,2021-01-14T14:00:00Z,10.576
NO1,solar,2021-01-14T15:00:00Z,10.949
NO1,solar,2021-01-14T16:00:00Z,11.626
NO1,solar,2021-01-14T17:00:00Z,9.324
NO1,solar,2021-01-14T18:00:00Z,11.444
NO1,solar,2021-01-14T19:00:00Z,10.098
NO1,solar,2021-01-14T20:00:00Z,8.901
NO1,solar,2021-01-14T21:00:00Z,11.182
NO1,solar,2021-01-14T22:00:00Z,13.112
NO1,solar,2021-01-14T23:00:00Z,12.915
NO1,solar,2021-01-15T00:00:00Z,9.481
NO1,solar,2021-01-15T01:00:00Z,11.319
NO1,solar,2021-01-15T02:00:00Z,11.944
NO1,solar,2021-01-15T03:00:00Z,9.379
NO1,solar,2021-01-15T04:00:00Z,8.872
NO1,solar,2021-01-15T05:00:00Z,8.556
NO1,solar,2021-01-15T06:00:00Z,9.676
NO1,solar,2021-01-15T07:00:00Z,10.221
NO1,solar,2021-01-15T08:00:00Z,9.336
NO1,solar,2021-01-15T09:00:00Z,13.002
NO1,solar,2021-01-15T10:00:00Z,28.594
NO1,solar,2021-01-15T11:00:00Z,29.993
NO1,solar,2021-01-15T12:00:00Z,20.645
NO1,solar,2021-01-15T13:00:00Z,11.989
NO1,solar,2021-01-15T14:00:00Z,7.016
NO1,solar,2021-01-15T15:00:00Z,6.179
NO1,solar,2021-01-15T16:00:00Z,7.007
NO1,solar,2021-01-15T17:00:00Z,4.777
NO1,solar,2021-01-15T18:00:00Z,6.259
NO1,solar,2021-01-15T19:00:00Z,7.027
NO1,solar,2021-01-15T20:00:00Z,5.18
NO1,solar,2021-01-15T21:00:00Z,6.816
NO1,solar,2021-01-15T22:00:00Z,6.603
NO1,solar,2021-01-15T23:00:00Z,7.134
NO1,solar,2021-01-16T00:00:00Z,5.747
NO1,solar,2021-01-16T01:00:00Z,6.57
NO1,solar,2021-01-16T02:00:00Z,7.752
NO1,solar,2021-01-16T03:00:00Z,6.757
NO1,solar,2021-01-16T04:00:00Z,7.815
NO1,solar,2021-01-16T05:00:00Z,5.405
NO1,solar,2021-01-16T06:00:00Z,7.044
NO1,solar,2021-01-16T07:00:00Z,6.724
NO1,solar,2021-01-16T08:00:00Z,6.74
NO1,solar,2021-01-16T09:00:00Z,17.198
NO1,solar,2021-01-16T10:00:00Z,39.214
NO1,solar,2021-01-16T11:00:00Z,55.535
NO1,solar,2021-01-16T12:00:00Z,36.679
NO1,solar,2021-01-16T13:00:00Z,13.849
NO1,solar,2021-01-16T14:00:00Z,5.708
NO1,solar,2021-01-16T15:00:00Z,6.946
NO1,solar,2021-01-16T16:00:00Z,7.119
NO1,solar,2021-01-16T17:00:00Z,5.528
NO1,solar,2021-01-16T18:00:00Z,6.573
NO1,solar,2021-01-16T19:00:00Z,5.893
NO1,solar,2021-01-16T20:00:00Z,7.324
NO1,solar,2021-01-16T21:00:00Z,6.439
NO1,solar,2021-01-16T22:00:00Z,8.835
NO1,solar,2021-01-16T23:00:00Z,6.464
NO1,solar,2021-01-17T00:00:00Z,7.042
NO1,solar,2021-01-17T01:00:00Z,6.603
NO1,solar,2021-01-17T02:00:00Z,7.087
NO1,solar,2021-01-17T03:00:00Z,6.805
NO1,solar,2021-01-17T04:00:00Z,7.379
NO1,solar,2021-01-17T05:00:00Z,5.61
NO1,solar,2021-01-17T06:00:00Z,8.267
NO1,solar,2021-01-17T07:00:00Z,7.454
NO1,solar,2021-01-17T08:00:00Z,9.836
NO1,solar,2021-01-17T09:00:00Z,7.756
NO1,solar,2021-01-17T10:00:00Z,6.52
NO1,solar,2021-01-17T11:00:00Z,6.402
NO1,solar,2021-01-17T12:00:00Z,7.671
NO1,solar,2021-01-17T13:00:00Z,13.4
NO1,solar,2021-01-17T14:00:00Z,5.881
NO1,solar,2021-01-17T15:00:00Z,7.375
NO1,solar,2021-01-17T16:00:00Z,6.326
NO1,solar,2021-01-17T17:00:00Z,7.177
NO1,solar,2021-01-17T18:00:00Z,5.983
NO1,solar,2021-01-17T19:00:00Z,6.904
NO1,solar,2021-01-17T20:00:00Z,7.277
NO1,solar,2021-01-17T21:00:00Z,7.92
NO1,solar,2021-01-17T22:00:00Z,7.429
NO1,solar,2021-01-17T23:00:00Z,7.124
NO1,solar,2021-01-18T00:00:00Z,7.349
NO1,solar,2021-01-18T01:00:00Z,7.463
NO1,solar,2021-01-18T02:00:00Z,6.995
NO1,solar,2021-01-18T03:00:00Z,8.137
NO1,solar,2021-01-18T04:00:00Z,7.8
NO1,solar,2021-01-18T05:00:00Z,8.654
NO1,solar,2021-01-18T06:00:00Z,8.808
NO1,solar,2021-01-18T07:00:00Z,7.593
NO1,solar,2021-01-18T08:00:00Z,9.038
NO1,solar,2021-01-18T09:00:00Z,10.183
NO1,solar,2021-01-18T10:00:00Z,15.888
NO1,solar,2021-01-18T11:00:00Z,8.89
NO1,solar,2021-01-18T12:00:00Z,9.611
NO1,solar,2021-01-18T13:00:00Z,10.128
NO1,solar,2021-01-18T14:00:00Z,8.134
NO1,solar,2021-01-18T15:00:00Z,7.501
NO1,solar,2021-01-18T16:00:00Z,8.341
NO1,solar,2021-01-18T17:00:00Z,8.811
NO1,solar,2021-01-18T18:00:00Z,10.575
NO1,solar,2021-01-18T19:00:00Z,8.832
NO1,solar,2021-01-18T20:00:00Z,8.766
NO1,solar,2021-01-18T21:00:00Z,9.141
NO1,solar,2021-01-18T22:00:00Z,8.036
NO1,solar,2021-01-18T23:00:00Z,9.004
NO1,solar,2021-01-19T00:00:00Z,6.79
NO1,solar,2021-01-19T01:00:00Z,6.929
NO1,solar,2021-01-19T02:00:00Z,9.176
NO1,solar,2021-01-19T03:00:00Z,10.999
NO1,solar,2021-01-19T04:00:00Z,11.274
NO1,solar,2021-01-19T05:00:00Z,9.785
NO1,solar,2021-01-19T06:00:00Z,11.204
NO1,solar,2021-01-19T07:00:00Z,11.978
NO1,solar,2021-01-19T08:00:00Z,12.988
NO1,solar,2021-01-19T09:00:00Z,15.801
NO1,solar,2021-01-19T10:00:00Z,11.683
NO1,solar,2021-01-19T11:00:00Z,11.646
NO1,solar,2021-01-19T12:00:00Z,11.596
NO1,solar,2021-01-19T13:00:00Z,13.391
NO1,solar,2021-01-19T14:00:00Z,16.569
NO1,solar,2021-01-19T15:00:00Z,17.336
NO1,solar,2021-01-19T16:00:00Z,16.99
NO1,solar,2021-01-19T17:00:00Z,13.904
NO1,solar,2021-01-19T18:00:00Z,13.752
NO1,solar,2021-01-19T19:00:00Z,15.985
NO1,solar,2021-01-19T20:00:00Z,13.704
NO1,solar,2021-01-19T21:00:00Z,14.6
NO1,solar,2021-01-19T22:00:00Z,14.785
NO1,solar,2021-01-19T23:00:00Z,17.56
NO1,solar,2021-01-20T00:00:00Z,15.318
NO1,solar,2021-01-20T01:00:00Z,13.041
NO1,solar,2021-01-20T02:00:00Z,13.046
NO1,solar,2021-01-20T03:00:00Z,13.646
NO1,solar,2021-01-20T04:00:00Z,14.137
NO1,solar,2021-01-20T05:00:00Z,12.811
NO1,solar,2021-01-20T06:00:00Z,12.46
NO1,solar,2021-01-20T07:00:00Z,12.95
NO1,solar,2021-01-20T08:00:00Z,12.245
NO1,solar,2021-01-20T09:00:00Z,15.637
NO1,solar,2021-01-20T10:00:00Z,12.898
NO1,solar,2021-01-20T11:00:00Z,11.776
NO1,solar,2021-01-20T12:00:00Z,14.156
NO1,solar,2021-01-20T13:00:00Z,15.34
NO1,solar,2021-01-20T14:00:00Z,17.723
NO1,solar,2021-01-20T15:00:00Z,14.451
NO1,solar,2021-01-20T16:00:00Z,12.431
NO1,solar,2021-01-20T17:00:00Z,14.651
NO1,solar,2021-01-20T18:00:00Z,14.387
NO1,solar,2021-01-20T19:00:00Z,12.103
NO1,solar,2021-01-20T20:00:00Z,10.454
NO1,solar,2021-01-20T21:00:00Z,14.181
NO1,solar,2021-01-20T22:00:00Z,14.155
NO1,solar,2021-01-20T23:00:00Z,15.954
NO1,solar,2021-01-21T00:00:00Z,14.56
NO1,solar,2021-01-21T01:00:00Z,13.442
NO1,solar,2021-01-21T02:00:00Z,12.743
NO1,solar,2021-01-21T03:00:00Z,13.623
NO1,solar,2021-01-21T04:00:00Z,12.475
NO1,solar,2021-01-21T05:00:00Z,14.944
NO1,solar,2021-01-21T06:00:00Z,14.571
NO1,solar,2021-01-21T07:00:00Z,16.413
NO1,solar,2021-01-21T08:00:00Z,15.901
NO1,solar,2021-01-21T09:00:00Z,17.252
NO1,solar,2021-01-21T10:00:00Z,10.84
NO1,solar,2021-01-21T11:00:00Z,11.902
NO1,solar,2021-01-21T12:00:00Z,17.357
NO1,solar,2021-01-21T13:00:00Z,20.839
NO1,solar,2021-01-21T14:00:00Z,14.984
NO1,solar,2021-01-21T15:00:00Z,14.85
NO1,solar,2021-01-21T16:00:00Z,12.446
NO1,solar,2021-01-21T17:00:00Z,13.453
NO1,solar,2021-01-21T18:00:00Z,14.161
NO1,solar,2021-01-21T19:00:00Z,10.95
NO1,solar,2021-01-21T20:00:00Z,10.068
NO1,solar,2021-01-21T21:00:00Z,14.075
NO1,solar,2021-01-21T22:00:00Z,13.434
NO1,solar,2021-01-21T23:00:00Z,17.54
NO1,solar,2021-01-22T00:00:00Z,19.833
NO1,solar,2021-01-22T01:00:00Z,17.263
NO1,solar,2021-01-22T02:00:00Z,17.275
NO1,solar,2021-01-22T03:00:00Z,17.603
NO1,solar,2021-01-22T04:00:00Z,16.245
NO1,solar,2021-01-22T05:00:00Z,15.521
NO1,solar,2021-01-22T06:00:00Z,15.784
NO1,solar,2021-01-22T07:00:00Z,15.239
NO1,solar,2021-01-22T08:00:00Z,17.189
NO1,solar,2021-01-22T09:00:00Z,21.525
NO1,solar,2021-01-22T10:00:00Z,17.623
NO1,solar,2021-01-22T11:00:00Z,27.798
NO1,solar,2021-01-22T12:00:00Z,27.634
NO1,solar,2021-01-22T13:00:00Z,24.651
NO1,solar,2021-01-22T14:00:00Z,19.731
NO1,solar,2021-01-22T15:00:00Z,16.639
NO1,solar,2021-01-22T16:00:00Z,16.134
NO1,solar,2021-01-22T17:00:00Z,13.051
NO1,solar,2021-01-22T18:00:00Z,12.235
NO1,solar,2021-01-22T19:00:00Z,12.847
NO1,solar,2021-01-22T20:00:00Z,11.922
NO1,solar,2021-01-22T21:00:00Z,16.361
NO1,solar,2021-01-22T22:00:00Z,16.953
NO1,solar,2021-01-22T23:00:00Z,17.681
NO1,solar,2021-01-23T00:00:00Z,16.846
NO1,solar,2021-01-23T01:00:00Z,17.649
NO1,solar,2021-01-23T02:00:00Z,16.981
NO1,solar,2021-01-23T03:00:00Z,18.145
NO1,solar,2021-01-23T04:00:00Z,19.136
NO1,solar,2021-01-23T05:00:00Z,17.602
NO1,solar,2021-01-23T06:00:00Z,16.144
NO1,solar,2021-01-23T07:00:00Z,16.005
